trialN,EmoResp,ConfResp,EmoRT,ConfRT,trialSuccess,StimFile,MorphLevel,Indiv,SubID
169,1,2,0.160087900003418,0.380746699986048,1,SHINEd_m31_044_mask.tif,44,m31,999
170,0,1,0.836641400004737,0.285888300015358,1,SHINEd_f06_066_mask.tif,66,f06,999
171,0,1,0.276629300002242,0.252024999994319,1,SHINEd_f06_111_mask.tif,111,f06,999
172,0,3,0.216987100022379,0.342926999990596,1,SHINEd_f06_155_mask.tif,155,f06,999
173,1,2,0.301560199994128,0.357306099991547,1,SHINEd_m08_044_mask.tif,44,m08,999
174,0,3,0.237923100008629,0.311745399987558,1,SHINEd_f06_199_mask.tif,199,f06,999
175,1,3,0.238759600004414,0.373295899975346,1,SHINEd_f24_022_mask.tif,22,f24,999
176,1,3,0.222851600003196,0.322013400000287,1,SHINEd_f24_088_mask.tif,88,f24,999
177,0,3,0.321628600009717,0.279160800011596,1,SHINEd_f06_155_mask.tif,155,f06,999
178,0,3,0.306730799988145,0.307760099996813,1,SHINEd_m08_133_mask.tif,133,m08,999
179,0,3,0.276569399982691,0.571917199995369,1,SHINEd_f06_177_mask.tif,177,f06,999
180,1,1,0.961793900001794,0.23914550000336,1,SHINEd_m08_111_mask.tif,111,m08,999
181,1,3,0.210170600010315,0.335578400001395,1,SHINEd_f24_044_mask.tif,44,f24,999
182,1,2,0.0805751999723725,0.29093390001799,1,SHINEd_f06_022_mask.tif,22,f06,999
183,1,3,0.196498900011647,0.310673100000713,1,SHINEd_f24_066_mask.tif,66,f24,999
184,0,2,0.260574899992207,0.310444999980973,1,SHINEd_m08_133_mask.tif,133,m08,999
185,0,3,0.163672900001984,0.323841499979608,1,SHINEd_f06_177_mask.tif,177,f06,999
186,1,3,0.00155340001219884,0.360309499985306,1,SHINEd_m31_000_mask.tif,0,m31,999
187,1,3,0.285901399998693,0.310061199998017,1,SHINEd_m31_022_mask.tif,22,m31,999
188,1,1,0.404816299997037,0.28427439997904,1,SHINEd_m08_066_mask.tif,66,m08,999
189,0,3,0.220188499981305,0.253896699985489,1,SHINEd_f06_111_mask.tif,111,f06,999
190,0,3,0.00164669999503531,0.401897200004896,1,SHINEd_m08_177_mask.tif,177,m08,999
191,1,3,0.297341500001494,0.246139399998356,1,SHINEd_f24_022_mask.tif,22,f24,999
192,0,3,0.320077500015032,0.298626700008754,1,SHINEd_f06_199_mask.tif,199,f06,999
193,0,3,0.230494099989301,0.220984799991129,1,SHINEd_f06_111_mask.tif,111,f06,999
194,1,3,0.212411500018789,0.278473399986979,1,SHINEd_f06_000_mask.tif,0,f06,999
195,1,2,0.403724200004945,0.34953229999519,1,SHINEd_m08_111_mask.tif,111,m08,999
196,1,3,0.0798630999925081,0.216313799988711,1,SHINEd_m08_000_mask.tif,0,m08,999
197,0,3,0.20476160000544,0.262856700021075,1,SHINEd_m31_111_mask.tif,111,m31,999
198,1,3,0.302423000015551,0.221132700011367,1,SHINEd_f24_022_mask.tif,22,f24,999
199,0,3,0.236820599995553,0.245240899996134,1,SHINEd_m08_177_mask.tif,177,m08,999
200,0,2,0.42895880001015,0.302543800004059,1,SHINEd_f06_044_mask.tif,44,f06,999
201,0,2,0.356534299993655,0.261634900001809,1,SHINEd_m08_088_mask.tif,88,m08,999
202,1,3,0.235006200004136,0.247228100022767,1,SHINEd_m31_044_mask.tif,44,m31,999
203,0,2,0.220756399998209,0.342179900006158,1,SHINEd_m08_111_mask.tif,111,m08,999
204,0,3,0.230282099975739,0.206215200014412,1,SHINEd_f06_133_mask.tif,133,f06,999
205,0,3,0.229640600009589,0.261841500003356,1,SHINEd_m08_199_mask.tif,199,m08,999
206,0,3,0.00184559999615885,0.156477200012887,1,SHINEd_f24_177_mask.tif,177,f24,999
207,1,3,0.541234300006181,0.269803799979854,1,SHINEd_m08_044_mask.tif,44,m08,999
208,0,3,0.308389600017108,0.301291000010679,1,SHINEd_f24_155_mask.tif,155,f24,999
209,1,1,0.317068400006974,0.374586799996905,1,SHINEd_m08_111_mask.tif,111,m08,999
210,1,2,0.244897199998377,0.262284800002817,1,SHINEd_m08_088_mask.tif,88,m08,999
211,1,1,0.243738200020744,0.309544499992626,1,SHINEd_m31_111_mask.tif,111,m31,999
212,1,1,0.278005400003167,0.198003900004551,1,SHINEd_f06_044_mask.tif,44,f06,999
213,0,3,0.189831299998332,0.253562600002624,1,SHINEd_m31_155_mask.tif,155,m31,999
214,1,2,0.599893000005977,0.222906200011494,1,SHINEd_m08_022_mask.tif,22,m08,999
215,0,2,0.412299799994798,0.249372899997979,1,SHINEd_f06_066_mask.tif,66,f06,999
216,1,2,0.302250000007916,0.241812299995217,1,SHINEd_m31_066_mask.tif,66,m31,999
217,0,3,0.220781399984844,0.240112300001783,1,SHINEd_f06_177_mask.tif,177,f06,999
218,1,3,0.00653630000306293,0.316816899983678,1,SHINEd_m08_000_mask.tif,0,m08,999
219,0,3,0.204024100006791,0.245297999994364,1,SHINEd_f06_111_mask.tif,111,f06,999
220,1,3,0.369332600006601,0.294360800005961,1,SHINEd_m08_066_mask.tif,66,m08,999
221,0,3,0.208098300005076,0.270183799992083,1,SHINEd_m31_199_mask.tif,199,m31,999
222,0,3,0.370407900016289,0.21339880002779,1,SHINEd_f06_199_mask.tif,199,f06,999
223,0,3,0.515988099999959,0.189877400000114,1,SHINEd_f24_111_mask.tif,111,f24,999
224,1,3,0.428269700001692,0.1808585000108,1,SHINEd_f24_044_mask.tif,44,f24,999
225,0,3,0.273165699996753,0.291411699989112,1,SHINEd_f06_133_mask.tif,133,f06,999
226,1,3,0.269100600009551,0.206091600004584,1,SHINEd_m08_000_mask.tif,0,m08,999
227,0,3,0.294991799979471,0.254323000001023,1,SHINEd_m31_155_mask.tif,155,m31,999
228,1,3,0.104011499992339,0.343625800014706,1,SHINEd_m08_000_mask.tif,0,m08,999
229,0,3,0.203612099983729,0.347371999989264,1,SHINEd_m08_155_mask.tif,155,m08,999
230,0,3,0.282464299991261,0.151938399998471,1,SHINEd_f24_199_mask.tif,199,f24,999
231,0,3,0.194691599986982,0.138676400005352,1,SHINEd_m31_155_mask.tif,155,m31,999
232,1,2,0.235455300018657,0.237174100009724,1,SHINEd_m08_066_mask.tif,66,m08,999
233,0,3,0.266881999996258,0.246069000015268,1,SHINEd_f06_088_mask.tif,88,f06,999
234,0,3,0.164016000024276,0.310209199989913,1,SHINEd_m31_177_mask.tif,177,m31,999
235,1,2,0.241485100006685,0.270173199998681,1,SHINEd_f06_022_mask.tif,22,f06,999
236,0,3,0.282248200004688,0.300338499975624,1,SHINEd_f06_088_mask.tif,88,f06,999
237,0,3,0.259406500001205,0.147018799994839,1,SHINEd_f24_155_mask.tif,155,f24,999
238,0,3,0.282920800003922,0.195732699998189,1,SHINEd_f24_177_mask.tif,177,f24,999
239,1,3,0.232400999986567,0.165079200000037,1,SHINEd_f06_044_mask.tif,44,f06,999
240,0,3,0.322256800020114,0.366621799999848,1,SHINEd_m31_133_mask.tif,133,m31,999
241,0,3,0.361904699995648,0.110719100019196,1,SHINEd_m08_199_mask.tif,199,m08,999
242,0,2,1.51156990000163,0.489350000018021,1,SHINEd_m31_111_mask.tif,111,m31,999
