"trialN","EmoResp","ConfResp","EmoRT","ConfRT","trialSuccess","StimFile","MorphLevel","Indiv","SubID",
1,0,2,0.96184,1.2015,1,177,999,
2,0,2,0.31819,0.8209,1,177,999,
3,0,3,0.5136,1.1055,1,155,999,
4,1,3,0.069007,0.55212,1,22,999,
5,0,2,0.40867,0.74012,1,199,999,
6,1,2,0.29183,0.68587,1,0,999,
7,0,3,0.74621,0.88765,1,177,999,
8,1,2,0.16414,0.72577,1,44,999,
9,0,2,0.31483,1.1576,1,133,999,
10,1,2,0.38256,1.1012,1,0,999,
11,0,2,0.51776,0.81535,1,177,999,
12,1,2,0.35765,0.87679,1,0,999,
13,1,2,0.31386,0.78255,1,0,999,
14,1,3,0.94752,0.94076,1,0,999,
15,0,2,0.30875,0.74206,1,199,999,
16,0,3,0.35463,0.57267,1,155,999,
17,0,3,0.39694,0.72852,1,199,999,
18,0,3,0.49772,0.5172,1,133,999,
19,0,2,0.39706,0.51763,1,88,999,
20,0,2,0.42751,0.59744,1,111,999,
21,1,3,0.3621,0.54036,1,0,999,
22,0,3,0.39945,0.45515,1,177,999,
23,0,3,0.58061,0.59705,1,155,999,
24,1,3,0.30805,0.79766,1,44,999,
25,0,1,0.43972,0.74096,1,111,999,
26,0,2,0.46485,0.52252,1,111,999,
27,0,1,0.25854,0.65485,1,88,999,
28,0,1,0.3803,0.44506,1,88,999,
29,0,2,0.34242,0.50295,1,155,999,
30,1,3,0.38678,0.62908,1,66,999,
31,1,1,0.3252,0.61237,1,22,999,
32,1,1,0.14419,0.51103,1,44,999,
33,0,3,0.34552,0.73343,1,133,999,
34,0,3,0.35661,0.66152,1,199,999,
35,0,3,0.36457,0.59781,1,199,999,
36,0,2,0.61105,0.45236,1,44,999,
37,0,3,0.47177,0.83098,1,177,999,
38,0,2,0.61962,0.54986,1,133,999,
39,0,2,0.46355,0.47779,1,155,999,
40,0,2,0.66054,0.45251,1,133,999,
41,0,2,0.20019,0.71903,1,199,999,
42,0,2,0.1187,0.50434,1,177,999,
43,0,3,0.36586,0.57278,1,177,999,
44,0,1,0.46607,0.46951,1,111,999,
45,0,3,0.37415,0.5661,1,199,999,
46,0,2,0.42563,0.62804,1,133,999,
47,1,1,0.29066,0.46907,1,66,999,
48,1,2,0.49955,0.4716,1,88,999,
49,0,2,0.25815,0.43025,1,199,999,
50,0,1,0.3085,0.56323,1,66,999,
51,0,2,1.0035,0.86051,1,133,999,
52,1,3,0.33496,0.42181,1,44,999,
53,0,1,0.31186,0.47787,1,88,999,
54,1,2,0.32352,0.55226,1,0,999,
55,1,2,0.32179,0.39755,1,88,999,
56,1,3,0.31307,0.38136,1,22,999,
57,1,3,0.3204,0.41309,1,22,999,
58,1,1,0.48588,0.37724,1,66,999,
59,1,3,0.28734,0.27771,1,66,999,
60,0,1,0.53416,0.83008,1,0,999,
61,1,2,0.3247,0.2706,1,22,999,
62,0,3,0.2625,0.27663,1,177,999,
63,1,3,0.26319,0.23874,1,44,999,
64,1,2,0.19695,0.32314,1,22,999,
65,0,3,0.097112,0.30678,1,133,999,
66,0,2,0.43084,0.3426,1,133,999,
67,0,2,0.0026152,0.39373,1,155,999,
68,0,2,0.22057,0.28038,1,111,999,
69,0,3,0.32609,0.27885,1,133,999,
70,1,2,0.26352,0.29341,1,0,999,
71,0,1,0.70821,0.41445,1,66,999,
72,0,3,0.84156,0.26203,1,177,999,
73,0,3,0.5877,0.22324,1,199,999,
74,0,3,0.31943,0.24494,1,177,999,
75,0,3,0.32053,0.27614,1,111,999,
76,0,2,0.43413,0.38914,1,88,999,
77,0,1,0.31782,0.32531,1,111,999,
78,0,3,0.3401,0.53245,1,177,999,
79,1,2,0.27614,0.23031,1,0,999,
